,text,label
827,"Data Bases; Computers, and the Social Sciences This book was written with several diverse audiences in mind: (1) social and behavioral scientists and their students, (2) librarians and library-science students who are favorable about employing computers and computer-usable information in their work and classes, and (3) archivists and their employees who desire to have more than a current overview of the problems and their tentative solutions. Because of the diversity of material, it is not expected that all readers will use the book in the same way. Rather, it is assumed that readers will supplement a subset of the book with bibliographical materials from the reference sections.",cisi
828,"User Assessment of Computer-Based Bibliographic Retrieval Services The academic users of the bibliographic information dissemination center were surveyed to determine the ways in which the search results were being used, the impact which the services had had on professional activities such as research and instruction, the interface between the computer-based retrieval and the traditional form of library resources, and the effect of document overlap between different data bases. The survey results indicate that the dissemination services are being used by a large portion of the faculty and the graduate students within the University System of Georgia, with an average of 3 to 5 people seeing the bibliography from each search question. Over 97% of the respondees indicated some or substantial contribution to their professional activities, with the major contributions being a savings or more efficient use of time and broadened subject coverage. The users indicated several changes in library use habits as a result of the computer-based searches, among them more direct access to the primary literature and increased use of library resources as they had been made aware of new sources and media - e.g., microforms. Percentage responses on these and related topics are presented.",cisi
829,"investigation at supersonic speeds of the effects of jet mach number and divergence angle of the nozzle upon the pressure of the base annulus of a body of revolution . investigation at supersonic speeds of the effects of jet mach number and divergence angle of the nozzle upon the pressure of the base annulus of a body of revolution . an investigation has been conducted in the langley 9-inch supersonic tunnel to determine the jet effects for varying jet mach number and nozzle divergence angle upon the pressure on the base annulus of a model with a cylindrical afterbody . the tests were conducted over a wide range of jet static pressure ratios and at a reynolds number of approximately free-stream mach numbers of 1.62, 1.94, and 2.41 . all testing was conducted with an artificially induced turbulent boundary layer along the model . in the lower range of jet static pressure ratios, jet flow from a sonic or supersonic nozzle affected the pressure acting on the base annulus in essentially the same manner as shown in naca rm e53h25 which covers jet static pressure ratios up to about present results showed that the base pressure tends to level off with increasing jet static pressure ratio, and at the extreme static pressure ratios reached in tests with sonic nozzles the base pressure began to decrease . except in the lower range of jet static pressure ratios, nozzle divergence angle generally had a larger effect on the base pressures than nozzle mach number,. the increase in base pressure for a change in divergence angle from 0 to 10 was small compared to the increase when the divergence angle was changed from and other data indicates that the effects of divergence angle were reduced when the ratio of jet exit diameter to base diameter was decreased . jet mach number effects increased with increase in stream mach number .",cran
830,"pressure distributions and flow patterns on some conical shapes with sharp edges and symmetrical cross-sections at m=4 .0. pressure distributions and flow patterns on some conical shapes with sharp edges and symmetrical cross-sections at m=4 .0. results are given of a wind tunnel programme made to study the pressure distributions and flow patterns over a series of simple, conical shapes at a mach number of 4.0 . the results have been compared with various approximate theories and the limitations of these theories are discussed . it is found that at this mach number leading edge separations still have an influence on the suction surface pressure, and that this surface still makes a significant contribution to the overall forces .",cran
831,"Mechanization of Library Procedures in the Medium-sized Medical Library Mechanical means for expediting library work have been considered for many years, as an examination of the early pages of Library Journals bears out. The very first volume of the forerunner of the Bulletin, the Medical Library and Historical Journal, moreover, contained an article on the use of the ""typewriting machine"" in cataloging. Telephones have long been accepted as library machines, and, except for unusual items, hand bookbinding has given way to machine-bound books. Nevertheless, when the term ""machine methods"" is used for libraries today, the prevailing idea is that expensive and complicated electronic equipment must be employed, and, since few libraries are able to afford such equipment for themselves, it is generally assumed that none but the largest libraries (the Library of Congress or the National Library of Medicine, for example) will be able to employ already existing mechanical methods or devise systems specifically applicable to their own situations.",cisi
832,"Text, Machine, and Man This work describes a native Soviet experiment in creating machine translation and the automatic annotation of texts in foreign languages. Also generalizes the theoretical results of research in the area of probabilistic text processing within the system ""man-machine'man"".",cisi
833,"Statistical Methods for the Study of Lexicon This book studies the qualitative relations between text and dictionary compilation. Chapter I considers general questions related to the compilation and use of frequency vocabulary; a new Zipf's Law. Chapter III considers various ways of describing the statistical properties of a text and its lexicon, and presents the results of the author's research on the statistic structure of Pushkin's lexicon. Chapter IV considers methods for comparing the vocabulary of texts. A new method for comparing word lists is suggested, which is then used for comparing word lists from the different geures in Pushkin's works.",cisi
834,"Case Studies in Systems Analysis in a University Library The marriage between the University of Michigan Library and Community Systems Foundation seemed like a sensible step at the time. Too often, Library administration found it necessary to choose between alternate courses of action without having adequate information. In addition, overburdened department heads rarely found time to alter their systems substantially to accommodate demands on the library and their departments, let alone time to make these changes in a systematic manner which considered the impact on other departments and carefully weighed alternative solutions. As a consequence of this situation, the library administrators were considering ways of providing staff assistance to themselves and the department heads, so that alternate courses of action could be designed and properly evaluated.",cisi
835,"a general theory of three dimensional flow in subsonic and supersonic turbo-machines of axial-radial-and mixed-flow types . a general theory of three dimensional flow in subsonic and supersonic turbo-machines of axial-radial-and mixed-flow types . a general theory of steady three-dimensional flow of a nonviscous fluid in subsonic and supersonic turbomachines having arbitrary hub and casing shapes and a finite number of blades is presented . the solution of the three-dimensional direct and inverse problem is obtained by investigating an appropriate combination of flows on relative stream surfaces whose intersections with a z-plane either upstream of or somewhere inside the blade row form a circular arc or a radial line . the equations obtained to describe the fluid flow on these stream surfaces show clearly the several approximations involved in ordinary two-dimensional treatments . they also lead to a solution of the three-dimensional problem in a mathematically two-dimensional manner through iteration . the equation of continuity is combined with the equation of motion in either the tangential or the radial direction through the use of a stream function defined on the surface, and the resulting equation is chosen as the principal equation for such flows . the character of this equation depends on the relative magnitude of the local velocity of sound and a certain combination of velocity components of the fluid . a general method to solve this equation by both hand and high-speed digital machine computations when the equation is elliptic or hyperbolic is described . the theory is applicable to both irrotational and rotational absolute flow at the inlet of the blade row and at both design and off-design operations .",cran
836,"The Bottomless Pit, or the Academic Library as Viewed from the Administration Building Library administrators could adjudge their likely fortunes in the academic tug-of war for funds if they understood more clearly the attitudes of institutional administrators toward libraries.. Some view the library as ""a bottomless pit""; all recognize that the library is unlikely to generate much political pressure for its own aggrandizement.. Many young institutional administrators are coming to apply more sophisticated measures to their funding formulas than have been utilized in the past..Librarians therefore would be well advised to become more proficient in modern management techniques and program budgeting concepts..",cisi
837,"The Social System of Science This book, is an exercise in sociological theory- building. It attempts to develop a theory of the social organization of science. I have tried to indicate its possible broader relevance by pointing out certain basic parallels between the ""social system"" of science and other social systems within society. I hope, further, that the approach used - even if not the specific conclusions I have drawn from it - may be useful in bridging the gap that seems now to exist between those sociologists who are concerned with society as an entity and who analyze social behavior in terms of its consequences for society as a whole and those sociologists who are concerned first of all with the motives, attitudes, and goals of the individual participants in these patterns of social behavior. My approach hopes to answer the question of why it is that most individuals, most of the time, come to ""want"" to do what it is that society ""needs"" them to do. Only when we can answer this question satisfactorily, can we develop a sociology capable of providing both prediction and meaning.",cisi
838,"the study of osteoporosis and osteomalacia radiological evidence strongly suggests that osteoporosis (with the possible exception of acute immobilization osteoporosis) may be an irrever- sible condition. the changes therefore to be expected in calcium balance when an osteoporotic is treated are small compared with those often seen in osteomalacia. methods of obtaining more accurate calcium balances are needed to show these small changes, especially when a high calcium intake is used. the method of continuous marking of stools with chromium sesquioxide seems to provide just such a method. using this method, it has so far proved impossible to obtain prolonged large positive calcium balances in osteoporosis on either high calcium intake, anabolic hormones, or sodium fluoride. two alternative therapies to vitamin d have been explored for use in vitamin d-resistant osteomalacia. atp has been found to be inneffective. intravenous phosphate alone has been ineffective in producing positive calcium balances, but is effective as a complement to vitamin d under certain conditions.",med
839,"Utility of Automatic Classification Systems for Information Storage and Retrieval Large-scale, on-line information storage and retrieval systems pose numerous problems above those encountered by smaller systems.. The more critical of these problems involve: degree of automation, flexibility, browsability, storage space, and retrieval time.. A step toward the solution of these problems is presented here along with several demonstrations of feasibility and advantages.. The methodology on which this solution is based is that of a posteriori automatic classification of the document collection.. Feasibility is demonstrated by automatically classifying a file of 50,000 document descriptions.. The advantages of automatic classification are demonstrated by establishing methods for measuring the quality of classification systems and applying these measures to a number of different classification strategies.. By indexing the 50,000 documents by two independent methods, one manual and one automatic, it is shown that these advantages are not dependent upon the indexing method used.. It was found that among those automatic classification algorithms studied, one particular algorithm, CLASFY, consistently outperformed the others.. In addition, it was found that this algorithm produced classifications at least as good, with respect to the measured established in this dissertation, as the a priori, manual classification system currently in use with the aforementioned file.. The actual classification schedules produced by CLASFY in classifying a file of almost 50,000 document descriptions into 265 categories are included as an appendix to this dissertation..",cisi
840,"Nobel Laureates in Science: Patterns of Productivity, Collaboration, and Authorship Nobel laureates in science publish more and are more apt to collaborate than a matched sample of scientists.. Interviews with 41 of 55 laureates and comparison of their research output with the output of the matched sample indicate that these patterns hold at every stage of the life-work-cycle.. As laureates report and as their publications collaborate, they exercise noblesse oblige in arranging co-authorship in collaborative publications.. Receipt of the Nobel prize is followed by declining productivity and changed work practices, as a result of changed role obligations and activities.. Reductions in productivity are more severe for laureates who experience comparatively large increments in prestige through the prize than for those who were already eminent.. The prize generates strain in collaborative associations so that most of these terminate soon after the award..",cisi
841,"combustion in the boundary layer on a porous surface . combustion in the boundary layer on a porous surface . the position of the diffusion flame in a boundary layer with uniform mixture injection from a porous wall parallel to a uniform air stream is determined under the conditions of laminar, steady flow with zero streamwise pressure gradient . under the assumption of fast forward reaction rate, solutions of the boundary layer forms of the conservation laws of acrothermochemistry are obtained leading to a formula for the downstream velocity at the flame in terms of composition and flow variables . the rates of change of conditions at the wall in the streamwise direction are assumed to be relatively small . methods of treating complex reaction systems are described, and generalized form of the reynolds analogy is developed .",cran
842,"3765. radioactive isotope determination of myocardial blood flow by surface counting and ratio formula wilkinson d. the results presented here have a large scale error and a large scatter, so that the authors recommend that further clinical use of this method should not be at- tempted. if the coronary portion of the flow rate curve exists, then a change in the present instrumentation is needed to allow use of the technique of sevelius and johnson in defining a coronary portion of the flow rate. an attempt is made to evaluate the possible source of errors.",med
843,"3535. electron microscopic study of six cases of human renal amyloidosis this study is particularly concerned with (a) the basal membrane in the different stages; and (b) the intercapillary spaces in the early stages. the conclusions may be put as follows (1) the amyloid substance seems to have a fibrillar structure from the start. (2) when the walls of the peripheral capillary loops are thickened by voluminous amyloid deposits, the hyaline aspect of the primitive basal membrane persists, but its structure is altered by the presence of multiple amyloid fibrils. (3) on the other hand, in the initial stages, amyloid fibrils cannot be seen in the 'lamina densa' of the basal membrane; they only appear on the epithelial and endo- thelial surfaces of the membrane. this suggests that amyloidosis represents an abnormal precipitate of extrinsic origin, rather than a transformation 'in situ' of the basal membrane. (4) in the very early stages of amyloid infiltration into the glomeruli the fibrillar substance is found first in the intercapillary spaces, only later does it reach the peripheral capillary walls.",med
844,"2475. lupus erythematosus with fatal hemorrhage into the liver and lesions resembling those of periarteritis nodosa and malignant hypertension. immunocytochemical observations a firmly established case of lupus erythematosus with histologic characteristics of periarteritis nodosa and fatal hemorrhage is presented. immunocytochemical studies were done to explore the possibility of the vascular lesions being immunological in type. by immuno-fluorescent techniques y-globulin, human serum complement, albumin and fibrinogen were demonstrated in the vascular lesions. y-globulin in the renal glomeruli was associated only with complement. the conclusion is that lupus erythematosus is primarily an immunological disease with complex auto-immune mechanisms operative.",med
845,"renal amyloidosis.. a biopsy study . the relationship of the amount of amyloid deposition in the kidney to the clinical picture is reviewed in 14 cases of renal amyloidosis diagnosed by renal biopsy . the large percentage of patients who had the nephrotic syndrome (11 patients) probably reflects the criteria for renal biopsy at this institution . the etiology of the amyloid deposition did not seem to be clearly correlated with either the amount of amyloid deposition in the kidney or the severity of the clinical renal disease . all patients had deposits in the glomerulus, and the heavier the deposition the severer the renal disease . of 7 patients who had biopsy of the bone marrow, all had abnormal types or numbers of plasma cells . the age range in primary amyloidosis appeared to be about the same as that in amyloidosis secondary to myeloma . amyloidosis should be suspected in patients with proteinuria, the nephrotic syndrome, or renal failure .",med
846,"Progress in Documentation Thirty years or more ago, a favoured question in examination papers for librarians was some variation on the theme 'Compare the merits of a classified catalogue and an alphabetical subject catalogue'. This was a subject which it was possible to write on or to discuss at great length, advancing a number of theoretical arguments or opinions expressed by pundits, without ever stating a single demonstratable fact. When, in the early 1950's, various people, such as Taube and Mooers, proposed new techniques for indexing, the reaction from the traditionally-minded was such that it appeared there was to be a repetition of all the old arguments. In an editorial in American Documentation in 1955, Perry expressed a viewpoint, shared by many others, when he wrote: Cautious and searching evaluation of all experimental results is essential in rating the efficiency of documentation systems. May the age-old controversies that arose from the conventional concepts of classification not be reborn in the mechanized searching systems of the future. There is hope for the avoidance of such errors if we will but regard documentation systems as useful devices, the benefits of which must be determined, not by polemics, but by the intelligent measurement of such benefits in relation to needs and costs. The machines of the future can make us free, but only if we are willing to subject them, and ourselves, to the most rigid intellectual discipline.",cisi
847,"preliminary analysis of axial flow compressors having supersonic velocity at the entrance of the stator . preliminary analysis of axial flow compressors having supersonic velocity at the entrance of the stator . a supersonic compressor design having supersonic velocity at the entrance of the stator is analyzed on the assumption of two-dimensional flow . the rotor and stator losses assumed in the analysis are based on the results of preliminary supersonic cascade tests . the results of the analysis show that compression ratios per stage of 6 to 10 can be obtained with adiabatic efficiency between 70 and 80 percent . consideration is also given in the analysis to the starting, stability, and range of efficient performance of this type of compressor . the desirability of employing variable-geometry stators and adjustable inlet guide vanes is indicated . although either supersonic or subsonic axial component of velocity at the stator entrance can be used, the cascade test results suggest that higher pressure recovery can be obtained if the axial component is supersonic .",cran
848,"A Theory of Term Importance in Automatic Text Analysis A good deal of work has been done over the years in an attempt to use statistical or probabilistic techniques as a basis of automatic indexing and content analysis.. Unfortunately, many of these methods are lacking in effectiveness, and the more refined procedures are computationally unattractive.. A new technique, known as discrimination value analysis, ranks the text words in accordance with how much they are able to discriminate the documents of a collection from each other; that is, the value of a term depends on how much the average separation between individual documents changes when the given term is assigned for content identification.. The best words are those which achieve the greatest separation.. The discrimination value analysis is computationally simple, and it assigns a specific role in content analysis to single words, juxtaposed words and phrases, and word groups or thesaurus categories.. Experimental results are given showing the effectiveness of the technique..",cisi
849,"radiation effects renal enlargement in the mouse three hours following unilateral nephrectomy weanling female cf-1 mice were subjected to local abdominal or total body exposure to either 500 or 600 r. other groups were given 1350 r to half the abdomen with and without prior nephrectomy. signifi- cant decreases in renal weight gain compared to controls were obtained in the 600 r total body group and in the locally irradiated ani- mals given 1350 r. when the renal weight changes are compared on the basis of the ratio of renal weight to body weight in per cent, an increase from .64% to .95% is seen in animals subjected to nephrectomy alone. the final value in all of the irradiated and nephrectomized groups was similar, ranging from .93% to 1.0%. the results suggest that irradiation in these dose ranges does not exert a direct inhibitory effect on renal weight increase but it limits body weight gain which influences kidney weight.",med
850,"1368. immunologic competence and induction of neoplasms by polyoma virus thymectomy at 3 days of age in several inbred strains of mice and in an f1 hybrid resulted in a strikingly increased frequency of neoplasms following infection with polyoma virus. age susceptibility was extended to at least 30 days of age in highly resistant c57bl mice. the usual stigmata associated with thymectomy at birth were not found in the 3-day thymectomized mice. nonetheless the methods used to restore immunologically deficient thymectomized neonates were also effective in restoring the capacity to resist polyoma virus tumor induction: adult syngeneic spleen cells, thymus tissue in millipore diffusion chambers and syngeneic thymus grafts. growth curves of polyoma virus in kidney, salivary glands and liver were quite similar in thymectomized and intact litter mates. hemagglutination-inhibition antibodies deter- mined periodically up to 30 days after infection were also similar in both groups. these results are discussed in terms of a concept involving virus-specific 'tumor' antigens and the immunologic status of the animal.",med
851,"fanconi's anaemia with hydrocephalus and thyroid abnormality. a case is described in a girl who suffered from dwarfism due to congenital hypoplasia of the pituitary and from other congenital malformations. the pancytopenia manifested itself at the age of 2 yr. and was resistant to a combined corticosteroid-testosterone treatment. unusual findings in this case were congenital hydrocephalus, hypoplastic spleen, and hypoplasia of thyroid together with persistently high pbi serum levels but without apparent changes in thyroid function.",med
852,"On Information Needs of Different User Categories The information need and its main properties are defined.. Classification of information needs in different activities is given.. Relationships between information needs and requests are considered, and the process of shaping of information needs and request formulation are traced.. Findings of a study of information utilization by different categories of specialists on the basis of the classification proposed by the author are given..",cisi
853,"465. conversion of a-crystallin of bovine lens into insoluble protein in vitro a-crystallin can be converted into an insoluble form by treatment with alloxan and to a very small extent with iodoacetate. other reagents such as hcl, naoh, reduced glutathione, hydrogen peroxide, mercaptoethanol, were not able to convert a-crys- tallin into an insoluble form. the alloxan treated insoluble a-crystallin could be made soluble by treatment with 7 m urea. the product thus made soluble had the same electrophoretic mobility as a-crystallin, but showed cross reaction with a-crystallin in ouchterlony plate and did not have proteolytic activity. alloxan was effective in producing cataract of rabbit lens when very small amounts were injected into the aqueous.",med
854,"elastic stability of simply supported corrugated core sand- wich cylinders . elastic stability of simply supported corrugated core sand- wich cylinders . theoretical buckling coefficients are obtained for the general instability of simply supported, corrugated core sandwich circular cylinders under combined loads with the core oriented parallel to the longitudinal axis of the cylinder . buckling curves are presented for axial compression, external lateral pressure, torsion, and some typical interactions . the differential equations of equilibrium used to obtain the buckling equations were derived from the small deflection equations of stein and mayer which include the effect of deformation due to transverse shear . these equations are solved by galerkin's equation . remarks are made concerning the probable validity of the results of the small deflection theory for sandwich shells .",cran
855,"3645. autoimmune hepatitis in 30% of 301 patients with cirrhosis, the cause was uncertain. of these 90 cases the clinical picture of active chronic hepatitis could be recognized in 69, and 26 of these were characterized as lupoid hepatitis. the relationship between active chronic hepatitis, lupoid hepatitis and sle was studied in 3 groups of 25 cases each. a comparison was then made between the possible etiological factors, the systemic manifestations, the survival rate, the histological appearances, the biochemical tests, the autoimmune reactions and the results of the immunosuppressive drugs. from this study a concept emerged according to which a proportion of cases of cirrhosis occurring in adequately nourished individuals can be attributed to the end result of an autoimmune reaction.",med
856,"theory and tunnel tests of rotor blade for supersonic turbines . theory and tunnel tests of rotor blade for supersonic turbines . in special circumstances where a large work output is required from a turbine in a single stage it is necessary to use high pressure ratios across the nozzle blades, thus producing supersonic velocities at inlet to the rotor . as part of an investigation into such turbines, several designs for the inter-blade passages of the rotor have been tested in a two-dimensional tunnel, a design theory being developed concurrently . the first design, featuring constant passage width and curvature as in steam-turbine practice, but having thin leading and trailing edges, was found to suffer from focusing of the compression waves from the concave surface, with consequent flow separation from the opposite convex surface . it gave a velocity coefficient of measured at an inlet mach number of 1.90 and turning angle of 140 deg . the measured value compares favourably with values from previous steam tests, where the results have been in the range from 0.65 to 0.92 . from theoretical reasoning, and from additional test observations, a subsequent passage was designed having an inlet transition length of small curvature, leading to a free-vortex passage of double the transition curvature,. a small amount of contraction was incorporated . schlieren photographs showed the flow in this passage to be almost shock free . a thin region of low-energy air existed close to the convex surface, but liquid-injection tests located only one small bubble of reversed flow . pressure traverses at exit indicated a velocity coefficient of 0.952, based on the area-mean total pressure . when allowance is made for turning angle and reynolds number this result appears to compare quite favourably with previous work . it would seem that the optimum blade pitching in a turbine would be about 20 to 30 per cent closer than in a two-dimensional cascade . however, the resultant pitching tends to become very close, except at very large turning angles, with the result that in some applications difficulties could arise in the practical design and manufacture . several uncertainties remain and the present design must be regarded as still experimental .",cran
857,"The Law of Constant Citation for Scientific Literature In listing the literature concerning the subject of 'vibrating plates' the following law was noticed: Rj x aj,t = constant = 5x6 where Rj is the 'citation factor' for the year, j, and aj,t stands for the total number of articles that have appeared up to and including year j.. 'This 'citation law' is based on the remarkable fact that in more than 150 years the mean number of relevant citations per article per year has remained constant, viz. 2x8, in spite of the fact that after 1950 three times as many articles have been published as in the period before 1950..",cisi
858,"Profiling, the Key to Successful Information retrieval A major tool employed to enter an information source is the search profile.. The development of an adequate profile depends upon the aids supplied by the data bases.. These aids vary in their content and depth and their proper use is essential for relevant information retrieval.. The data bases examined are CA Condensates, Index Medicus, and BA data bases.. Several searches are presented with a study of their comparative profiles..",cisi
859,"inelastic behaviour of structures subjected to cyclic thermal and mechanical stressing conditions . inelastic behaviour of structures subjected to cyclic thermal and mechanical stressing conditions . a general analytical procedure is outlined for structures subjected to varying thermal and mechanical stressing conditions . consideration is given to the accumulation of time-independent plastic strains and creep strains . stress-strain-temperature-time relations for uniaxial and multiaxial stresses are defined, based on various material behavior assumptions . several of the assumptions are compared with a limited number of time-varying temperature and uniaxial stress tests . the procedure is illustrated by its application to uniaxial stress problems in which /planes originally plane remain plane/ and to plane stress plate problems . a solution, based on the influence coefficient approach to the plane stress plate problem, is obtained which is applicable to all plate plan forms, edge boundary conditions, and inplane thermal and mechanical loading conditions . from the predicted inelastic behavior of a three-bar structure subjected to cyclic thermal and mechanical loading conditions, it is shown that eventual failure could result from large permanent deformation accumulations, tensile rupture, or thermal-stress-fatigue . a sample plate with a centrally located hole was analyzed for two cycles of a time-varying temperature and edge stress condition . both plastic strain reversals and plastic strain growths were predicted at the hole . however, a test-theory comparison indicated failure by creep-rupture .",cran
860,"mathematical techniques applying to the thermal fatigue behaviour of high temperature alloys . mathematical techniques applying to the thermal fatigue behaviour of high temperature alloys . during thermal fatigue testing of a specimen with a thin edge, or during rapid temperature changes in the gas flow past turbine blades, the thin edges are deformed plastically in compression during heating and subsequently creep in tension as the bulk of the specimen or blade heats up . the plastic deformation is determined from temperature distributions, which are calculated by biot's variational method . the creep deformation is determined as a function of time by a differential equation, which expresses the balance between increasing elastic stress and reduction of stress due to creep relaxation, and which is solved to a riccati equation soluble in terms of bessel functions, or (iii) by transformation to a second-order differential equation with a periodic coefficient . using the thermal stresses obtained from the solution of the differential equation, the theoretical thermal fatigue endurance is determined from cyclic (mechanical) stress endurance data . agreement between theoretical and experimental thermal fatigue endurances is obtained, over ranges of temperature, strain, and strain rate, or equivalently, over ranges of temperature-edge radius and heat transfer coefficient . this agreement supports the use of the theoretical methods in wider contexts . the accuracy of the temperature distributions is better than the accuracy of other factors entering into the correlation between theoretical and experimental endurances . improvement in the interpretation of experimental results requires consideration of the alteration of the stress cycles during the course of thermal fatigue testing . this requirement is catered for partially by the various solutions of the differential equation for thermal stress .",cran
861,"control of idiopathic hypercalciuria the paper discusses the causes of hypercalciuria and describes 15 cases of different origins all of which presented similarly with renal stones. the diagnosis of idiopathic hypercalciuria was made by exclusion. the effects of dietary restriction of calcium, sodium bicarbonate, cortisone, sodium phosphate, sodium phytate, and cellulose phosphate were demonstrated by calcium and phosphorus balance techniques. all were shown to have some urinary-calcium-lowering effect. finally, a chlorothiazide derivative--namely, bendrofluazide--was also demonstrated to have a hypocalciuric effect, and the mode of action is discussed.",med
862,"7083. brain damage and paralysis in animals exposed to high pressure oxygen - pharmacological and biochemical observations single exposures of high pressure oxygen (ohp) at 30-66 gauge pressure caused cns damage and paralysis in rats and mice but guinea-pigs, rabbits, and man did not show such sequelae. the cns damage in rats was greatly increased by cns-de- pressant drugs (pentobarbital, paraldehyde, n2o and phencyclidine) given before ex- posure to ohp. the cns lesions were also potentiated by raised respired pco2, by acetazolamide and by nh4c1, whilst protection was afforded by methaemoglobinae- mia by tham, by 2 4-dinitrophenol and by serotonin against the barbiturate and co2 potentiation of ohp brain damage. ohp-induced brain damage was not modified by hypothermia (cp2), electroconvulsive shock treatment during ohp, cerebral x- irradiation, adrenalectomy or cortisone, slow decompression rates, spinal block with local anaesthetic, 'conditioning' of rats to ohp, hyper- and hypoglycaemia, or alterations in tissue histamine levels. the results are discussed in relation to pos- sible biochemical mechanisms and theories of oxygen poisoning.",med
863,"the interaction of shock waves with boundary layer on a flat surface . the interaction of shock waves with boundary layer on a flat surface . the development of supersonic compressors, supersonic diffusers, and high-speed aircraft points to the increasing importance of the interaction between shock waves and boundary layers . the experimental work reported here is intended to (1) provide a better understanding of the nature of the shock boundary-layer interaction, (2) serve as a guide and stimulus to theoretical work, and (3) develop an empirical method for predicting the effects of the interaction . experiments were performed on the reflection of an oblique shock from a boundary layer on a flat surface at a mach number of 2.05 . the effects of shock strength and boundary-layer regime were explored . the results are in the form of schlieren photographs, constant-density contours found from interferometer photographs, and static pressure distributions at the plate surface .",cran
864,"A Book Catalog at Stanford Description of a system for the production of a book catalog for an undergraduate library, using an IBM 1401 Computer (12K storage, 4 tape drives), an expanded print chain on the 1403 Printer, and an 029 Card Punch for input.. Described are the conversion of cataloging information into machine readable form, the machine record produced, the computer programs employed, and printing of the catalog.. The catalog, issued annually, is in three parts: an author title catalog, a subject catalog, and a shelf list.. Cumulative supplements are issued quarterly.. A central idea in the depiction of entries in the catalog is the abandonment of the main entry concept.. The alphabetical arrangement of entries is discussed: sort keys employed, filing order observed, symbols employed to alter this order, and problems encountered.. Cost factors involved in the preparation of the catalog are summarized..",cisi
865,"on the numerical calculation of detached bow shock waves in hypersonic flow . on the numerical calculation of detached bow shock waves in hypersonic flow . a method is described for calculating examples of hypersonic flow with a detached bow shock wave past a bluff axially symmetric body . the form of the shock wave is assumed, and the analysis is based on a cauchy problem for the stream function in the subsonic region, where the motion is governed by a partial differential equation of elliptic type . through analytic continuation into the complex domain, the cauchy problem is reformulated in such a manner that it becomes properly set in the subsonic region . this leads to a stable scheme for computation of the flow by finite differences . numerical examples at freestream mach number 5.8 are presented in which the flow is determined throughout the subsonic region, and, in particular, the detachment distance, the location of the sonic line, and the pressure distribution along the body are calculated . these results are in excellent agreement with experimental data obtained at the california institute of technology .",cran
866,a note on the laminar boundary layer on a circular cylinder in axial incompressible flow . a note on the laminar boundary layer on a circular cylinder in axial incompressible flow . a correction is made for the equation to compute the ratio of the displacement thickness on a cylinder to the corresponding thickness on a flat plate .,cran
867,"the downstream influence of mass transfer at the nose of a slender cone . the downstream influence of mass transfer at the nose of a slender cone . the influence of localized mass transfer at the nose of a slender cone under hypersonic flow conditions has been studied by experimental and theoretical means . two gaseous coolants, nitrogen and helium, are injected through a porous plug subtending a half angle of 30 . the effect of the mass transfer on the shock shape, pressure distribution, heat transfer, and transition are investigated . the experimental work involved tests in the mach-number-8.0 tunnel at pibal . the theoretical analysis involved a study of the effect of mass transfer on the shock stand-off distance and leads to an inviscid-flow parameter permitting the experimentally determined shock shape and pressure distribution to be extrapolated to other than test conditions and to other coolant gases . there is obtained the maximum value of this parameter resulting in no significant alteration of the pressure distribution on the cone and thus defining the flows in which boundary-layer-type similarity applies . significant reductions in heat transfer are obtained with injection . indeed, with small amounts of helium injection the peak heating is found to occur downstream on the cone and to be an order of magnitude less than would occur at the stagnation point without mass transfer . with nitrogen early transition is found to occur, so that local heating rates are actually increased over those prevailing at the same reynolds number without injection .",cran
868,"insulin and protein metabolism the present status of protein synthesis within cells has been outlined. protein is formed in the absence of insulin; the net formation of protein is accelerated by insulin. the effects of insulin on protein metabolism take place independently of the transport of glucose or amino acids into the cell; of glycogen synthesis; and of the stimulation of high energy phosphate formation. in the case of protein metabolism, as in certain studies on the pathways of glucose and fat metabolism, these observations reveal striking intracellular effects of insulin in many tissues. within most tissues the effect of insulin appears to find expression predominantly at the microsomal level. incidentally, other hormones which affect protein metabolism such as growth or sex hormones appear to act at the microsomes. the fact that insulin exerts effects on protein metabolism at other intracellular sites as well as the above independent effects leads one to agree that its action consists of a stimulation of multiple, seemingly unrelated, metabolic events. the fact that an immediate effect of insulin on protein synthesis is independent of the immediate need for extracellular glucose or amino acids does not mean that the sustained functioning of cells is likewise independent. the biochemist is fully aware of metabolic defects in diabetes which are not altered by insulin in vitro, but which demand varying periods of pretreatment of the animal. it is also known that in diabetes some proteins (enzymes) may be deficient while others may be produced in excess in the absence of insulin. it is suggested that the physician desires at least two kinds of relation between these fundamental studies and his patients. one is the possible relation of a deficiency of insulin action to pathological processes in tissues which have not as yet been examined by the methods described. the other is the need for more accurate measurements of the metabolic disorder and its control than such things as urinary and blood glucose. in developing such future improvements, the place of insulin in protein biosynthesis must be kept in mind.",med
